id,grupo,modelo_ciego,descripcion,A_fidelidad,B_iconografia,C_completitud,n_alucinaciones,notas
3_06,personajes_ilustres,M9137_75,ERROR,0,0,0,0,
2_03,dibujos_clasicos,M2934_62,ERROR,0,0,0,0,
1_02,solo_texto,M3471_1,"Texto propio de la etiqueta:
- OCR original: MANZANILLA GARCÍA MARCA REGISTRADA A.I.R.VALDESPINO Y H.º SANLUCAR DE BARRAMEDA
- Lectura visual corregida: MANZANILLA GARCÍA MARCA REGISTRADA A. R. VALDESPINO Y H.º SANLUCAR DE BARRAMEDA
- Correcciones realizadas: Se ha corregido la separación de la abreviatura ""A. R."" y se ha ajustado la disposición del texto según la orientación de la imagen.
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- Manzanilla García

Marca principal:
- A. R. Valdespino y H.º

Bodega, fabricante, distribuidor o razón comercial:
- A. R. Valdespino y H.º

Tipo de producto visible:
- Manzanilla

Lugar, procedencia o denominación visible:
- Sanlúcar de Barrameda

Añada visible:
- No se aprecia

Premios, medallas, expos𝗹osiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- No se aprecia

Personajes, figuras o seres representados:
- No se aprecia

Animales representados:
- No se aprecia

Objetos visibles:
- No se aprecia

Vestimenta, accesorios o atributos:
- No se aprecia

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- No se aprecia

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Logotipo central con forma de rombo o diamante que contiene una letra ""G"" estilizada con patrón de puntos.
- Marco dorado perimetral.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Logotipo central con la letra ""G"" decorada.

Fondo:
- Blanco o crema claro.

Colores predominantes:
- Dorado, blanco, negro.

Marco, borde o forma de la etiqueta:
- Rectangular con borde dorado.

Tipografía y disposición del texto:
- Texto dispuesto en varias direcciones (la imagen está rotada).
- Tipografía con remates (serif) en mayúsculas.
- El texto ""MARCA REGISTRADA"" y ""G"" central están en una orientación distinta al resto.

Texto marginal, firma, impuesta o litografía:
- No se aprecia

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Buen estado, sin roturas evidentes.

Calidad de la digitalización:
- Buena, nítida.

Estilo visual:
- Clásico, comercial.

Observaciones visuales:
- La etiqueta presenta una composición simétrica respecto al eje central.
- El logotipo central utiliza un patrón de puntos o trama para rellenar la letra ""G"".
- El texto está distribuido en los bordes del área central.
- Existe un marco de línea fina dorada que delimita el contenido.

Inferencias controladas para búsqueda:
- Se infiere que es una etiqueta de producto vinícola de la zona de Sanlúcar de Barrameda.

Descripción semántica ampliada para búsqueda:
- Etiqueta comercial de Manzanilla García.
- Elementos de la marca A. R. Valdespino y H.º.
- Referencia a Sanlúcar de Barrameda.
- Logotipo central con letra G en forma de rombo.
- Estilo de tipografía clásica con serif.
- Composición con marco dorado y fondo claro.
- Diseño de etiqueta vinícola antigua o tradicional.
- Texto con indicación de marca registrada.

Descriptores para búsqueda:
- Manzanilla; García; A. R. Valdespino y H.º; Sanlúcar de Barrameda; etiqueta; vino; producto vinícola; marca registrada; logotipo; letra G; rombo; dorado; blanco; clásico; comercial; tipografía serif; marco dorado; diseño tradicional; etiqueta antigua; denominación de origen; bebida; alcohol; España; bodega; fabricante.",5,5,5,0,
3_10,personajes_ilustres,M5422_79,ERROR,0,0,0,0,
4_05,etiquetas_actuales,M8301_84,ERROR,0,0,0,0,
4_04,etiquetas_actuales,M6072_83,ERROR,0,0,0,0,
3_03,personajes_ilustres,M2013_22,"Texto propio de la etiqueta:
- OCR original: JEREZ-QUINA GRAN TÓNICO EXCELENTE APERITIVO Nº 232 NTRA SRA DE LOS MILAGROS MANUEL SANCHEZ-ROMATE JEREZ DE LA FRONTERA
- Lectura visual corregida: JEREZ-QUINA GRAN TÓNICO EXCELENTE APERITIVO N.º 232 NTRA. SRA. DE LOS MILAGROS MANUEL SANCHEZ-ROMATE JEREZ DE LA FRONTERA
- Correcciones realizadas: Corrección de abreviaturas (N.º, NTRA. SRA.) y ajuste de puntuación.
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- JEREZ-QUINA

Marca principal:
- NTRA. SRA. DE LOS MILAGROS

Bodega, fabricante, distribuidor o razón comercial:
- MANUEL SANCHEZ-ROMATE

Tipo de producto visible:
- GRAN TÓNICO EXCELENTE APERITIVO

Lugar, procedencia o denominación visible:
- JEREZ DE LA FRONTERA

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Representación religiosa de una figura femenina con un infante.

Personajes, figuras o seres representados:
- Virgen (NTRA. SRA. DE LOS MILAGROS) y un niño (posiblemente el Niño Jesús).

Animales representados:
- No se aprecia

Objetos visibles:
- Corona, resplandor o aureola.

Vestimenta, accesorios o atributos:
- Manto ornamentado con bordados, corona sobre la cabeza de la figura femenina.

Elementos vegetales o agrícolas:
- Racimos de uvas y hojas de vid.

Elementos naturales no vegetales:
- Nubes.

Paisaje, arquitectura o entorno:
- No se มse aprecia

Elementos decorativos:
- Resplandor de rayos de luz, ornamentación floral y de vid, marco ovalado.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia

Fondo:
- Color crema o beige claro con textura de papel.

Colores predominantes:
- Crema, marrón, dorado, rojo oscuro, blanco.

Marco, borde o forma de la etiqueta:
- La ilustración central está contenida en un marco ovalado.

Tipografía y disposición del texto:
- Texto dispuesto de forma radial y vertical alrededor de la imagen central. Tipografía con remates (serif) y algunas letras en color rojo.

Texto marginal, firma, imprenta o litografía:
- No se aprecia

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Buen estado, con ligera decoloración propia de la antigüedad.

Calidad de la digitalización:
- Buena, con nitidez en los elementos gráficos y textuales.

Estilo visual:
- Ilustración de estilo religioso y comercial clásico, tipo litografía.

Observaciones visuales:
- La composición es centralizada y simétrica respecto al óvalo.
- El texto ""JEREZ-QUINA"" destaca en color rojo y disposición vertical.
- La ilustración presenta un fuerte contraste entre los tonos oscuros del manto y el fondo claro.
- Los elementos vegetales (uvas y hojas) enmarcan la parte inferior del óvalo.
- Se observa un resplandor de líneas finas que emana de la figura central.

Inferencias controlado para búsqueda:
- Producto de tipo aperitivo o tónico basado en Jerez.
- La marca hace referencia a una advocación religiosa.
- El fabricante está ubicado en Jerez de la Frontera.

Descripción semántica ampliada para búsqueda:
- Etiqueta antigua de producto aperitivo denominado Jerez-Quina.
- La etiqueta presenta una ilustración religiosa de la Virgen con un niño.
- Incluye motivos vegetales de racimos de uvas y hojas de vid.
- El diseño utiliza una disposición de texto radial y vertical alrededor de un óvalo central.
- La tipografía es clásica con uso de color rojo para resaltar el nombre del producto.
- Se identifica a Manuel Sanchez-Romate como fabricante o razón comercial.
- La composición es de estilo litográfico con colores crema, marrón y detalles en rojo.
- El texto menciona la localidad de Jerez de la Frontera.

Descriptores para búsqueda:
- Jerez-Quina; Gran Tónico; Excelente Aperitivo; N.º 232; Ntra. Sra. de los Milagros; Manuel Sanchez-Romate; Jerez de la Frontera; etiqueta antigua; aperitivo; producto vinícola; ilustración religiosa; Virgen; Niño Jesús; manto bordado; corona; resplandor; uvas; racimos de uvas; hojas de vid; motivos vegetales; composición ovalada; tipografía serif; texto vertical; texto radial; color crema; color rojo; color marrón; litografía; etiqueta comercial; denominación de Jerez.",5,5,5,0,
5_08,animales,M3119_97,ERROR,0,0,0,0,
2_10,dibujos_clasicos,M1968_19,"Texto propio de la etiqueta:
- OCR original: BRANDY JEREZ LNO PROCEDENTE DE VINOS DE JEREZ SELECCIONADOS. A. F. Gallos PUERTO DE SANTA MARIA ESPAÑA GRAFISHERRY
- Lectura visual corregida: BRANDY JEREZANO PROCEDENTE DE VINOS DE JEREZ SELECCIONADOS. A. F. Galloso PUERTO DE SANTA MARIA ESPAÑA GRAFISHERRY
- Correcciones realizadas: Corrección de ""JEREZ LNO"" por ""JEREZANO""; corrección de ""Gallos"" por ""Galloso"".
- Texto dudoso: No se aprecia.
- Texto incompleto: No se aprecia.

Nombre del producto:
- Brandy Jerezano

Marca principal:
- A. F. Galloso

Bodega, fabricante, distribulator o razón comercial:
- A. F. Galloso

Tipo de producto visible:
- Brandy

Lugar, procedencia o denominación visible:
- Jerez; Puerto de Santa María, España.

Añada visible:
- No se aprecia.

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia.

Fechas visibles no asociadas a añada:
- No se aprecia.

Variedad, clase o categoría del vino:
- Vinos de Jerez seleccionados.

Graduación, volumen u otros datos técnicos:
- No se aprecia.

Imagen o escena principal:
- Una mujer trabajando en una bodega o almacén junto a grandes toneles.

Personajes, figuras o seres representados:
- Una mujer.

Animales representados:
- No se aprecia.

Objetos visibles:
- Toneles; una jarra o recipiente metálico.

Vestimenta, accesorios o atributos:
- Mujer con delantal o falda de color rosado/púrpura y blusa clara.

Elementos vegetales o agrícolas:
- No se aprecia.

Elementos naturales no vegetales:
- No se aprecia.

Paisaje, arquitectura o entorno:
- Interior de una bodega con estructuras de madera.

Elementos decorativos:
- No se aprecia.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia.

Fondo:
- Fondo de color rojo intenso.

Colores predominantes:
- Rojo; blanco; marrón; ocre; rosa.

Marco, borde o forma de la etiqueta:
- Rectangular con esquinas redondeadas; borde de color ocre/dorado.

Tipografía y disposición del texto:
- Texto ""BRANDY JEREZANO"" en tipografía vertical de gran tamaño con serifas; texto ""A. F. Galloso"" en tipografía cursiva elegante; resto del texto en tipografía de palo seco y cursiva distribuida en los laterales y parte inferior.

Texto marginal, firma, imprenta o litografía:
- GRAFISHERRY

Marcas externas de archivo o digitalización:
- No se aprecia.

Estado de conservación visible:
- Buen estado; sin roturas evidentes.

Calidad de la digitalización:
- Buena; colores saturados.

Estilo visual:
- Ilustración clásica de estilo comercial/publicitario.

Observaciones visuales:
- La composición presenta un eje central con una ilustración circular.
- El texto principal está orientado verticalmente en el lado izquierdo.
- La tipografía de la marca utiliza un estilo caligráf缺乏.
- La iluminación de la ilustración sugiere una escena de interior con luz dirigida.

Inferencias controladas para búsqueda:
- El producto es un aguardiente de origen español.

Descripción semántica ampliada para búsqueda:
- Etiqueta de producto vinícola para Brandy Jerezano.
- La etiqueta presenta una ilustración central de una mujer en una bodega junto a toneles de madera.
- El diseño utiliza un fondo rojo vibrante con bordes en tono ocre.
- Incluye el nombre de la marca A. F. Galloso y la procedencia Puerto de Santa María, España.
- La tipografía combina estilos de serifas grandes con letras cursivas elegantes.
- La iconografía muestra elementos de la industria vinícola tradicional como barricas y recipientes.
- Estilo visual de ilustración clásica para producto comercial.

Descriptores para búsqueda:
- Brandy; Jerezano; A. F. Galloso; Puerto de Santa María; España; etiqueta de vino; etiqueta de brandy; bodega; toneles; barricas; mujer; ilustración clásica; color rojo; tipografía vertical; vinos de Jerez; selección; producto vinícola; aguardiente; comercio tradicional; grafisherry; diseño vintage; etiqueta antigua; iconografía de bodega; elementos de madera; jarra; delantal; estilo publicitario; etiqueta comercial.",5,5,5,0,
3_10,personajes_ilustres,M7867_29,"Texto propio de la etiqueta:
- OCR original: VENUS LACRYMA CHRYSTI SPUMANTE VINI BERTOCCHINI • LIVORNO LARTEGRAFICA • LIVORNO ETICHETTA DEPOSITATA
- Lectura visual corregida: VENUS LACRYMA CHRYSTI SPUMANTE VINI BERTOCCHINI • LIVORNO ETICHETTA DEPOSITATA
- Correcciones realizadas: Se eliminó la repetición de ""LARTEGRAFICA • LIVORNO"" del bloque principal de la etiqueta, ya que corresponde a texto marginal de imprenta.
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- LACRYMA CHRYSTI SPUMANTE

Marca principal:
- VENUS

Bodega, fabricante, distribacia o razón comercial:
- VINI BERTOCCHINI

Tipo de producto visible:
- SPUMANTE

Lugar, procedencia o denominación visible:
- LIVORNO

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Una figura femenina central con dos querubines.

Personajes, figuras o seres representados:
- Figura femenina (Venus), dos querubines (putti).

Animales representados:
- No se aprecia

Objetos visibles:
- No se aprecia

Vestimenta, accesorios o atributos:
- Tela o drapeado blanco.

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- Cielo o resplandor luminoso.

Paisaje, arquitectura o entorno:
- Entorno marino o costero con presencia de agua y costa.

Elementos decorativos:
- Marco ornamental con volutas y motivos clásicos.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia

Fondo:
- Paisaje costero con tonos azulados y blancos.

Colores predominantes:
- Dorado, crema, blanco, azul claro y tonos carne.

Marco, borde o forma de la etiqueta:
- Marco ornamental rectangular con bordes curvos y volutas.

Tipografía y disposición del texto:
- Texto en mayúsculas, con disposición invertida en la parte superior de la imagen (debido a la orientación de la captura). Tipografía con remates (serif).

Texto marginal, firma, imprenta o litografía:
- LARTEGRAFICA • LIVORNO (texto vertical en el lateral izquierdo).
- ETICHETTA DEPOSITATA (texto en la parte superior).

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Buen estado general, con ligera pérdida de nitidez en los bordes.

Calidad de la digitalización:
- Buena, aunque la imagen se presenta rotada 180 grados respecto a la lectura convencional.

Estilo visual:
- Ilustración clásica de estilo neoclásico o romántico.

Observaciones visuales:
- La imagen está orientada de forma invertida.
- La composición es centralizada y simétrica.
- El marco presenta un diseño de volutas doradas.
- La iluminación de la escena central emana desde el fondo.

Inferencias controlulas para búsqueda:
- El producto es un vino espumoso.
- La procedencia es la zona de Livorno, Italia.

Descripción semántica ampliada para búsqueda:
- Etiqueta de vino espumante denominada Venus Lacryma Chrysti Spumante.
- La etiqueta presenta una ilustración de estilo clásico con una figura femenina y dos querubines.
- La composición incluye un marco ornamental con volutas en tonos dorados.
- El fondo de la ilustración muestra un paisaje costero con tonos azules y blancos.
- Se identifica a la bodega Vini Bertocchini de Livorno.
- La tipografía es de estilo serif y se encuentra dispuesta en la parte superior e inferior de la composición.
- La etiqueta incluye el texto Etichetta Depositata.
- La técnica visual sugiere una litografía o impresión clásica.

Descriptores para búsqueda:
- Venus; Lacryma Chrysti; Spumante; Vini Bertocchini; Livorno; Etichetta Depositata; Lartegrafica; vino espumoso; etiqueta de vino; ilustración clásica; querubines; putti; figura femenina; Venus; marco ornamental; volutas; dorado; azul; blanco; paisaje costero; estilo neoclásico; litografía; Italia; etiqueta antigua; diseño clásico; tipografía serif; vino italiano.",5,5,5,0,
5_09,animales,M8424_48,"Texto propio de la etiqueta:
- OCR original: MERITO SAFARI SHERRY Especially produced bottled and shipped by MARQUÉS DEL MÉRITO JEREZ DE LA FRONTERA SPAIN ORLA-JEREZ
- Lectura visual corregida: MERITO SAFARI SHERRY Especially produced bottled and shipped by MARQUÉS DEL MÉRITO JEREZ DE LA FRONTERA SPAIN ORLA-JEREZ
- Correcciones realizadas: No se han realizado correcciones; el texto coincide con la imagen.
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- SAFARI SHERRY

Marca principal:
- MERITO

Bodega, fabricante, distribuidor o razón comercial:
- MARQUÉS DEL MÉRITO

Tipo de producto visible:
- SHERRY

Lugar, procedencia o denominación visible:
- JEREZ DE LA FRONTERA, SPAIN

Añada visible:
- No se aprecia

Premios, medallas, expos𝗹osiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Un león caminando por un terreno árido junto a un cachorro.

Personajes, figuras o seres representados:
- No se aprecia

Animales representados:
- León
- Cachorro de león

Objetos visibles:
- Escudo heráldico

Vestimenta, accesorios o atributos:
- No se aprecia

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- Suelo árido o terreno rocoso

Paisaje, arquitectura o entorno:
- Paisaje de sabana o terreno desértico

Elementos decorativos:
- Escudo heráldico con diseño de franjas y elementos superiores.
- Borde decorativo con motivos de estrellas o flores estilizadas.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Escudo heráldico central.

Fondo:
- Color crema o beige con textura de papel antiguo.

Colores predominantes:
- Beige
- Azul oscuro
- Marrón/Sepia
- Rojo oscuro

Marco, borde o forma de la etiqueta:
- Etiqueta rectangular con borde ornamental compuesto por pequeñas estrellas o flores.

Tipografía y disposición del texto:
- Texto superior ""MERITO"" en tipografía sans-serif azul, de gran tamaño.
- Texto ""SAFARI SHERRY"" en arco, tipografía sans-serif roja.
- Texto central ""Especially produced bottled and shipped by"" en cursiva pequeña.
- Texto inferior ""MARQUÉS DEL MÉRITO"" en tipografía sans-serif azul.
- Texto de ubicación ""JEREZ DE LA FRONTERA SPAIN"" en tipografía sans-serif azul.
- Disposición centrada y jerarquizada.

Texto marginal, firma, imprenta o litografía:
- ORLA-JEREZ (en la parte inferior izquierda del borde).

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Buen estado, con apariencia de papel envejecido.

Calidad de la digitalización:
- Alta calidad, nítida.

Estilo visual:
- Estilo de etiqueta de vino clásica con ilustración de estilo naturalista/safari.

Observaciones visuales:
- La ilustración de los leones presenta un estilo de dibujo con sombreado suave en tonos sepia.
- El escudo heráldico interrumpe el arco del texto ""SAFARI SHERRY"".
- El borde de la etiqueta presenta una secuencia repetitiva de pequeños motivos ornamentales.
- Existe un contraste cromático entre el azul de los nombres principales y el rojo del nombre del producto.
- La composición es simétrica respecto al eje vertical central.

Inferencias controladas para búsqueda:
- El producto es un vino tipo Sherry.
- La procedencia es Jerez de la Frontera, España.

Descripción semántica ampliada para búsqueda:
- Etiqueta de vino tipo Sherry denominada Safari.
- Marca comercial Merito o Marqués del Mérito.
- Ilustración de un león adulto y un cachorro en un paisaje de sabana.
- Elementos heráldicos con un escudo central en la composición.
- Tipografía clásica en colores azul, rojo y sepia sobre fondo beige.
- Texto que indica producción, embotellado y envío desde Jerez de la Frontera, España.
- Diseño con borde ornamental de pequeñas estrellas o flores.
- Estilo visual de etiqueta de vino antigua o de estilo clásico.

Descriptores para búsqueda:
- Sherry; Merito; Safari; Marqués del Mérito; Jerez de la Frontera; España; León; Cachorro; Sabana; Escudo; Heráldica; Etiqueta de vino; Vino; Azul; Rojo; Beige; Sepia; Ilustración animal; Paisaje árido; Tipografía clásica; Borde ornamental; Etiqueta antigua; Orla-Jerez; Producto vinícola; Embotellado; Distribución; España; Safari; Animales; Naturaleza.",5,5,5,0,
5_06,animales,M8005_45,"Texto propio de la etiqueta:
- OCR original: GRAN PONCHE BODEGA JEREZANA PUERTO REAL
- Lectura visual corregida: GRAN PONCHE BODEGA JEREZANA PUERTO REAL
- Correcciones realizadas: No se han realizado correcciones.
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- GRAN PONCHE

Marca principal:
- No se aprecia

Bodega, fabricante, distribuidor o razón comercial:
- BODEGA JEREZANA

Tipo de producto visible:
- No se aprecia

Lugar, procedencia o denominación visible:
- PUERTO REAL

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Una mujer montada sobre un animal con una bandera o tela de gran tamaño.

Personajes, figuras o seres representados:
- Mujer con vestido blanco.

Animales representados:
- Caballo o animal de carga con gualdrapas decoradas.

Objetos visibles:
- Bandera o tela de gran tamaño con colores rojo y amarillo.

Vestimenta, accesorios o atributos:
- Vestido blanco de la mujer.
- Gualdrapas o mantilla del animal con bordados amarillos.

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- No se aprecia

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Bordados amarillos en la gualdrapa del animal.
- Ornamentos en la parte superior de la cabeza del animal.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia

Fondo:
- Fondo de color verde grisáceo uniforme.

Colores predominantes:
- Verde grisáceo, blanco, rojo, amarillo, marrón y negro.

Marco, borde o forma de la etiqueta:
- Etiqueta rectangular con borde blanco.

Tipografía y disposición del texto:
- Texto ""GRAN PONCHE"" en la parte superior con tipografía de palo seco, grande y clara.
- Texto ""BODEGA JEREZANA"" en la zona central izquierda con disposición curva.
- Texto ""PUERTO REAL"" en la parte inferior con tipografía de palo seco.

Texto marginal, firma, imprenta o litografía:
- No se aprecia

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Se observa un ligero desgaste y pérdida de definición en los detalles de la ilustración.

Calidad de la digitalización:
- Buena, con nitidez suficiente para la lectura del texto y la identificación de la escena.

Estilo visual:
- Ilustración de estilo clásico o de época, posiblemente litografía.

Observaciones visuales:
- La composición es asimétrica, con la figura central desplazada hacia la derecha.
- La tela roja y amarilla crea un movimiento dinámico en la parte superior de la imagen.
- El animal presenta una ornamentación detallada en tonos amarillos.
- El texto presenta una jerarquía clara, siendo el nombre del producto el elemento más destacado.

Inferencias controlamente para búsqueda:
- La etiqueta podría pertenecer a un producto de tipo licor o bebida espirituosa debido al nombre ""Ponche"".
- La mención ""Bodega Jerezana"" sugiere una relación con la zona de Jerez o productos de estilo similar.

Descripción semántica ampliada para búsqueda:
- Etiqueta antigua de producto denominado GRAN PONCHE.
- Ilustración de una mujer con vestido blanco montada sobre un animal decorado.
- Presencia de una gran tela o bandera en colores rojo y amarillo que fluye sobre la escena.
- Texto que identifica a la BODEGA JEREZANA y la localidad de PUERTO REAL.
- Estilo visual de ilustración clásica con predominio de tonos verdes, rojos y amarillos.
- Composición con tipografía de palo seco en la parte superior e inferior y texto curvo en el centro.
- Elementos decorativos de tipo textil en el animal representado.

Descriptores para búsqueda:
- GRAN PONCHE; BODEGA JEREZANA; PUERTO REAL; etiqueta antigua; ilustración clásica; mujer; caballo; bandera; tela roja; tela amarilla; vestido blanco; gualdrapas; bordados; tipografía de palo seco; texto curvo; color verde; color rojo; color amarillo; color blanco; litografía; producto comercial; bebida; licor; ponche; elemento decorativo; diseño vintage; etiqueta vinícola; arte comercial.",5,5,5,0,
1_04,solo_texto,M4999_53,ERROR,0,0,0,0,
5_03,animales,M2918_92,"Texto propio de la etiqueta:  
GUTIERREZ HERMANOS JEREZ; MARCA REGISTRADA; OLEERA MEXICO  

Nombre del producto: OLEERA  
Marca principal: GUTIERREZ HERMANOS JEREZ  
Bodega, fabricante, distribuidor o razón comercial: GUTIERREZ HERMANOS JEREZ  
Tipo de producto visible: No se aprecia  
Añada visible: No se aprecia  
Fechas visibles no asociadas a añada: MARCA REGISTRADA  
Sellos, escudos, medallas, premios, monedas o logotipos: Circular con inscripción ""GUTIERREZ HERMANOS JEREZ"" y ""MARCA REGISTRADA""  
Elementos vegetales o agrícolas: Hojas de vid, racimos de uvas, ramas de vid  
Animales representados: Águila (sosteniendo una vid)  
Elementos naturales no vegetales: Serpiente (enredada en la vid)  
Paisaje, arquitectura o entorno: Fondo oscuro con detalles ornamentales  
Estado de conservación visible: Ligeros desgastes en bordes y tonalidad desvaída en la serpiente  
Calidad de la digitalización: Buena, con detalles claros en ilustración  
Estilo visual: Litografía clásica con motivos heráldicos y ornamentos barrocos  

Observaciones visuales:  
1. Águila central con pico abierto sosteniendo una vid, detalles en plumaje dorado.  
2. Serpiente enrollada alrededor de la vid, cola con tonalidad desvaída.  
3. Marco ornamental circular con inscripción ""GUTIERREZ HERMANOS JEREZ"" en letras mayúsculas.  
4. Texto vertical ""OLEERA MEXICO"" en tipografía serif, alineado a la derecha.  
5. Deterioro leve en la serpiente (tonalidad más clara en la cola).  
6. Simetría asimétrica en la composición, con el águila en posición central y elementos decorativos en los bordes.  

Inferencias controladas para búsqueda:  
- La presencia de ""OLEERA"" sugiere un nombre comercial específico, aunque no se identifica su tipo de vino.  
- ""GUTIERREZ HERMANOS JEREZ"" indica una marca comercial vinculada a la producción vinícola.  
- ""MEXICO"" confirma el origen geográfico visible en la etiqueta.  
- No se aprecia información sobre fecha de fabricación o denominación de origen.  

Descripción semánt",3,3,3,1,
5_04,animales,M9088_93,ERROR,0,0,0,0,
1_06,solo_texto,M5919_55,ERROR,0,0,0,0,
